STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00012839,1964-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,297.5,0,167.4,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",3,,,,,,11.7,",0,31,",0,",,0,31,+",0,",,0,31,+",8.6,",,0,21,",32.2,",0,05,",145,0,2.5,",0",12.6,",,,0",,,0,",,,0",23.65,",0",27.24,",,,0",20.07,",,,0",,,,,,,,,360,",X",,,,,,,18,",X"
USW00012839,1964-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,499.5,0,202,",0",8,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",3,,,,6,,12.8,",0,01,",0,",,0,30,+",0,",,0,30,+",26.9,",,0,29,",31.7,",0,30,",145,0,0,",0",84.1,",,,0",,,0,",,,0",25.07,",0",28.22,",,,0",21.91,",,,0",,,,,,,,,68,",X",,,,,,,14.9,",X"
USW00012839,1964-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,717,0,217.5,",0",10,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",1,,,,5,,18.3,",0,10,+",0,",,0,31,+",0,",,0,31,+",52.8,",,0,14,",32.2,",0,03,",145,0,0,",0",118.7,",,,0",,,0,",,,0",25.35,",0",28.75,",,,0",21.95,",,,0",,,,,,,,,248,",X",,,,,,,14.9,",X"
USW00012839,1964-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,986.4,0,269.4,",0",15,",0",13,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",3,",0",1,,,,14,,21.1,",0,10,",0,",,0,30,+",0,",,0,30,+",76.7,",,0,05,",32.8,",0,20,+",145,0,0,",0",266.2,",,,0",,,0,",,,0",27.31,",0",30.55,",,,0",24.07,",,,0",,,,,,,,,270,",X",,,,,,,16.4,",X"
USW00012839,1964-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1292.9,0,306.5,",0",18,",0",13,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",9,",0",1,,,,16,,22.8,",0,25,",0,",,0,31,+",0,",,0,31,+",28.7,",,0,25,",33.3,",0,10,",0,0,0,",0",139.9,",,,0",,,0,",,,0",28.22,",0",31.49,",,,0",24.95,",,,0",,,,,,,,,270,",X",,,,,,,21.1,",X"
USW00012839,1964-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1613.5,0,320.6,",0",19,",0",8,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",18,",0",1,,,,18,,23.3,",0,07,+",0,",,0,31,+",0,",,0,31,+",162.8,",,0,27,",33.9,",0,19,",0,0,0,",0",249.9,",,,0",,,0,",,,0",28.68,",0",32.06,",,,0",25.29,",,,0",,,,,,,,,315,",X",,,,,,,44.7,",X"
USW00012839,1964-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1901.6,0,288.1,",0",16,",0",8,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",7,",0",2,,,,5,,22.8,",0,23,",0,",,0,30,+",0,",,0,30,+",29.2,",,0,15,",33.3,",0,11,+",0,0,0,",0",107.1,",,,0",,,0,",,,0",27.94,",0",31.32,",,,0",24.56,",,,0",,,,,,,,,248,",X",,,,,,,17.5,",X"
USW00012839,1964-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2106.1,0,204.5,",0",16,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",8,,,,4,,15,",0,21,",0,",,0,31,+",0,",,0,31,+",83.8,",,0,28,",31.7,",0,05,",0,0,0,",0",248.3,",,,0",,,0,",,,0",24.93,",0",28.37,",,,0",21.48,",,,0",,,,,,,,,180,",X",,,,,,,26.2,",X"
USW00012839,1964-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2270.7,0,164.6,",0",7,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",7,,,,2,,14.4,",0,30,",0,",,0,30,+",0,",,0,30,+",36.1,",,0,29,",28.3,",0,28,+",0,0,0,",0",76.3,",,,0",,,0,",,,0",23.82,",0",27.11,",,,0",20.53,",,,0",,,,,,,,,90,",X",,,,,,,16.4,",X"
USW00012839,1964-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2397.1,0,126.4,",0",5,",0",2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",5,,,,2,,9.4,",0,01,",0,",,0,31,+",0,",,0,31,+",111.3,",,0,05,",28.3,",0,05,+",2.5,0,2.5,",0",158.6,",,,0",,,0,",,,0",22.33,",0",25.52,",,,0",19.14,",,,0",,,,,,,,,293,",X",,,,,,,18,",X"
USW00012839,1965-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,71.2,0,71.2,",0",12,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",9,,3,,2,,1.7,",0,18,",0,",,0,31,+",0,",,0,31,+",24.1,",,0,30,",28.9,",0,26,",39.4,0,36.9,",0",50.4,",,,0",,,0,",,,0",19.44,",0",24.49,",,,0",14.39,",,,0",,,310,",X",,,,,68,",X",13.4,",X",,,,,17.5,",X"
USW00012839,1965-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,177.3,0,106.1,",0",8,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",3,,,,2,,5,",0,27,",0,",,0,28,+",0,",,0,28,+",31,",,0,23,",29.4,",0,18,",54.1,0,14.7,",0",75.7,",,,0",,,0,",,,0",21.6,",0",25.92,",,,0",17.28,",,,0",,,300,",X",,,,,293,",X",14.3,",X",,,,,19.5,",X"
USW00012839,1965-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,327.5,0,150.2,",0",5,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",5,,2,,3,,7.8,",0,09,",0,",,0,31,+",0,",,0,31,+",40.6,",,0,04,",31.7,",0,20,",64.9,0,10.8,",0",100.8,",,,0",,,0,",,,0",22.83,",0",27.05,",,,0",18.6,",,,0",,,270,",X",,,,,270,",X",13,",X",,,,,18,",X"
USW00012839,1965-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,522,0,194.5,",0",3,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",3,",0",3,,,,,,15,",0,03,",0,",,0,30,+",0,",,0,30,+",27.7,",,0,27,",33.9,",0,16,",64.9,0,0,",0",30.5,",,,0",,,0,",,,0",24.82,",0",29.5,",,,0",20.13,",,,0",,,330,",X",,,,,338,",X",10.3,",X",,,,,19,",X"
USW00012839,1965-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,753.3,0,231.3,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",1,,,,1,,16.1,",0,02,",0,",,0,31,+",0,",,0,31,+",5.8,",,0,31,",33.3,",0,13,",64.9,0,0,",0",11.1,",,,0",,,0,",,,0",25.8,",0",29.48,",,,0",22.11,",,,0",,,320,",X",,,,,315,",X",11.2,",X",,,,,18,",X"
USW00012839,1965-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1015.6,0,262.3,",0",13,",0",9,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",1,",0",,,,,10,,20.6,",0,19,+",0,",,0,30,+",0,",,0,30,+",43.2,",,0,09,",32.2,",0,04,",64.9,0,0,",0",166.3,",,,0",,,0,",,,0",27.08,",0",30.47,",,,0",23.68,",,,0",,,320,",X",,,,,90,",X",13.9,",X",,,,,15.9,",X"
USW00012839,1965-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1295.9,0,280.3,",0",18,",0",10,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",8,",0",,,,,18,,21.1,",0,20,",0,",,0,31,+",0,",,0,31,+",48.8,",,0,30,",33.3,",0,07,",0,0,0,",0",166.7,",,,0",,,0,",,,0",27.38,",0",31.27,",,,0",23.48,",,,0",,,40,",X",,,,,90,",X",10.3,",X",,,,,17.5,",X"
USW00012839,1965-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1583.6,0,287.7,",0",14,",0",10,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",3,",0",,,,,12,,22.2,",0,29,+",0,",,0,31,+",0,",,0,31,+",36.8,",,0,02,",32.2,",0,26,+",0,0,0,",0",126.2,",,,0",,,0,",,,0",27.61,",0",31.25,",,,0",23.98,",,,0",,,110,",X",,,,,360,",X",8,",X",,,,,12.9,",X"
USW00012839,1965-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1831.1,0,247.5,",0",18,",0",14,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",2,",0",1,,,,8,,21.1,",0,14,",0,",,0,30,+",0,",,0,30,+",104.6,",,0,08,",33.3,",0,05,",0,0,0,",0",289.2,",,,0",,,0,",,,0",26.58,",0",29.56,",,,0",23.61,",,,0",,,60,",X",,,,,68,",X",30.8,",X",,,,,42.1,",X"
USW00012839,1965-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2057,0,225.9,",0",14,",0",10,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",2,",0",4,,1,,3,,16.7,",0,25,",0,",,0,31,+",0,",,0,31,+",144,",,0,14,",32.2,",0,08,+",0,0,0,",0",426.5,",,,0",,,0,",,,0",25.62,",0",29.23,",,,0",22.01,",,,0",,,100,",X",,,,,45,",X",13,",X",,,,,15.9,",X"
USW00012839,1965-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2210.7,0,153.7,",0",5,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",8,,,,,,15,",0,30,",0,",,0,30,+",0,",,0,30,+",10.4,",,0,23,",29.4,",0,22,",0,0,0,",0",24.4,",,,0",,,0,",,,0",23.46,",0",27.24,",,,0",19.67,",,,0",,,60,",X",,,,,68,",X",12.5,",X",,,,,19,",X"
USW00012839,1965-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2293.3,0,82.6,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",3,,1,,,,9.4,",0,21,",0,",,0,31,+",0,",,0,31,+",10.7,",,0,20,",29.4,",0,17,",9.4,0,9.4,",0",15.8,",,,0",,,0,",,,0",20.69,",0",25.29,",,,0",16.09,",,,0",,,100,",X",,,,,270,",X",11.2,",X",,,,,18,",X"
USW00012839,1966-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,58.3,0,58.3,",0",13,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",23,",0",0,",0",3,,,,,,1.7,",0,31,",0,",,0,31,+",0,",,0,31,+",52.6,",,0,11,",27.2,",0,21,+",49.9,0,40.5,",0",101,",,,0",,,0,",,,0",18.91,",0",23.08,",,,0",14.73,",,,0",,,310,",X",,,,,315,",X",16.5,",X",,,,,23.6,",X"
USW00012839,1966-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,141.9,0,83.6,",0",3,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",0,",0",6,,1,,,,4.4,",0,05,",0,",,0,28,+",0,",,0,28,+",115.3,",,0,22,",27.8,",0,14,",73.7,0,23.8,",0",166.6,",,,0",,,0,",,,0",20.47,",0",24.39,",,,0",16.55,",,,0",,,110,",X",,,,,113,",X",12.5,",X",,,,,16.4,",X"
USW00012839,1966-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,223.5,0,81.6,",0",8,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",,,,,2,,8.3,",0,08,",0,",,0,31,+",0,",,0,31,+",52.6,",,0,29,",27.8,",0,05,+",82.8,0,9.1,",0",82.8,",,,0",,,0,",,,0",20.67,",0",25.05,",,,0",16.28,",,,0",,,40,",X",,,,,45,",X",20.6,",X",,,,,26.7,",X"
USW00012839,1966-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,353.7,0,130.2,",0",7,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",5,,,,2,,13.9,",0,07,+",0,",,0,30,+",0,",,0,30,+",33,",,0,09,",31.7,",0,04,",82.8,0,0,",0",45.7,",,,0",,,0,",,,0",22.67,",0",26.5,",,,0",18.84,",,,0",,,110,",X",,,,,113,",X",11.6,",X",,,,,18,",X"
USW00012839,1966-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,569.6,0,215.9,",0",10,",0",6,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",,,,,11,,19.4,",0,07,",0,",,0,31,+",0,",,0,31,+",51.6,",,0,22,",31.1,",0,10,",82.8,0,0,",0",140.5,",,,0",,,0,",,,0",25.3,",0",28.83,",,,0",21.76,",,,0",,,260,",X",,,,,293,",X",9.4,",X",,,,,13.9,",X"
USW00012839,1966-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,790,0,220.4,",0",24,",0",21,",0",7,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",1,",0",4,,,,15,,21.1,",0,29,+",0,",,0,30,+",0,",,0,30,+",110,",,0,08,",32.2,",0,11,",82.8,0,0,",0",542.9,",,,0",,,0,",,,0",25.68,",0",28.89,",,,0",22.46,",,,0",,,100,",X",,,,,90,",X",16.5,",X",,,,,24.7,",X"
USW00012839,1966-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1066.2,0,276.2,",0",19,",0",18,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",9,",0",2,,,,19,,21.7,",0,22,",0,",,0,31,+",0,",,0,31,+",42.7,",,0,22,",34.4,",0,19,+",0,0,0,",0",216,",,,0",,,0,",,,0",27.24,",0",30.75,",,,0",23.74,",,,0",,,330,",X",,,,,360,",X",9.8,",X",,,,,17,",X"
USW00012839,1966-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1353.5,0,287.3,",0",19,",0",12,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",9,",0",,,,,18,,22.2,",0,23,+",0,",,0,31,+",0,",,0,31,+",46.5,",,0,07,",33.3,",0,26,+",0,0,0,",0",193.7,",,,0",,,0,",,,0",27.6,",0",31.26,",,,0",23.95,",,,0",,,330,",X",,,,,180,",X",11.2,",X",,,,,18.5,",X"
USW00012839,1966-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1622.2,0,268.7,",0",18,",0",17,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",7,",0",2,,,,18,,21.1,",0,25,",0,",,0,30,+",0,",,0,30,+",51.3,",,0,21,",33.9,",0,01,",0,0,0,",0",203.3,",,,0",,,0,",,,0",27.29,",0",30.93,",,,0",23.65,",,,0",,,170,",X",,,,,158,",X",10.3,",X",,,,,15.4,",X"
USW00012839,1966-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1844.3,0,222.1,",0",15,",0",9,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",2,,1,,4,,18.3,",0,28,",0,",,0,31,+",0,",,0,31,+",86.6,",,0,21,",31.1,",0,25,",0,0,0,",0",276.4,",,,0",,,0,",,,0",25.5,",0",28.77,",,,0",22.22,",,,0",,,50,",X",,,,,45,",X",18.3,",X",,,,,28.3,",X"
USW00012839,1966-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1945.7,0,101.4,",0",12,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",6,,,,1,,6.7,",0,29,",0,",,0,30,+",0,",,0,30,+",64,",,0,16,",30,",0,02,",15.5,0,15.5,",0",97.6,",,,0",,,0,",,,0",21.2,",0",25.6,",,,0",16.8,",,,0",,,80,",X",,,,,90,",X",14.3,",X",,,,,23.6,",X"
USW00012839,1966-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1997.7,0,52,",0",9,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",6,,1,,,,5,",0,25,",0,",,0,31,+",0,",,0,31,+",13,",,0,12,",28.9,",0,29,",39.9,0,24.4,",0",19,",,,0",,,0,",,,0",19.22,",0",24.37,",,,0",14.07,",,,0",,,70,",X",,,,,68,",X",10.7,",X",,,,,17.5,",X"
USW00012839,1967-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,125.5,0,125.5,",0",10,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",7,,1,,2,,5.6,",0,29,",0,",,0,31,+",0,",,0,31,+",14,",,0,22,",30,",0,03,",56.6,0,16.7,",0",70,",,,0",,,0,",,,0",21.85,",0",26.04,",,,0",17.65,",,,0",,,290,",X",,,,,225,",X",14.3,",X",,,,,19.5,",X"
USW00012839,1967-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,210.3,0,84.8,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",0,",0",4,,1,,2,,2.2,",0,26,",0,",,0,28,+",0,",,0,28,+",11.7,",,0,08,",30,",0,07,",80.7,0,24.1,",0",28.9,",,,0",,,0,",,,0",20.5,",0",25.36,",,,0",15.63,",,,0",,,260,",X",,,,,270,",X",13,",X",,,,,19,",X"
USW00012839,1967-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,344.2,0,133.9,",0",10,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",3,,,,1,,11.7,",0,18,",0,",,0,31,+",0,",,0,31,+",42.7,",,0,29,",31.1,",0,07,",80.7,0,0,",0",91.5,",,,0",,,0,",,,0",22.65,",0",26.7,",,,0",18.6,",,,0",,,60,",X",,,,,68,",X",13,",X",,,,,19.5,",X"
USW00012839,1967-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,505.7,0,161.5,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",3,,,,,,16.1,",0,05,+",0,",,0,30,+",0,",,0,30,+",3.8,",,0,18,",31.7,",0,19,+",80.7,0,0,",0",3.8,",,,0",,,0,",,,0",23.72,",0",27.8,",,,0",19.63,",,,0",,,70,",X",,,,,68,",X",12.5,",X",,,,,19.5,",X"
USW00012839,1967-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,751.2,0,245.5,",0",5,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",5,",0",2,,,,2,,19.4,",0,27,+",0,",,0,31,+",0,",,0,31,+",29.5,",,0,17,",33.9,",0,09,",80.7,0,0,",0",42.7,",,,0",,,0,",,,0",26.25,",0",30.27,",,,0",22.24,",,,0",,,60,",X",,,,,248,",X",11.2,",X",,,,,22.6,",X"
USW00012839,1967-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,998.3,0,247.1,",0",21,",0",19,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",9,",0",5,,,,19,,19.4,",0,07,",0,",,0,30,+",0,",,0,30,+",120.4,",,0,12,",34.4,",0,22,",80.7,0,0,",0",406,",,,0",,,0,",,,0",26.57,",0",30.76,",,,0",22.38,",,,0",,,130,",X",,,,,135,",X",16.5,",X",,,,,26.2,",X"
USW00012839,1967-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1296.8,0,298.5,",0",17,",0",8,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",7,",0",,,,,11,,22.2,",0,15,+",0,",,0,31,+",0,",,0,31,+",58.4,",,0,15,",32.8,",0,13,+",0,0,0,",0",141.1,",,,0",,,0,",,,0",27.96,",0",31.28,",,,0",24.65,",,,0",,,250,",X",,,,,248,",X",11.6,",X",,,,,22.6,",X"
USW00012839,1967-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1586.2,0,289.4,",0",18,",0",13,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",6,",0",,,,,13,,21.1,",0,09,",0,",,0,31,+",0,",,0,31,+",45.5,",,0,08,",32.8,",0,01,",0,0,0,",0",206.7,",,,0",,,0,",,,0",27.67,",0",31.14,",,,0",24.2,",,,0",,,180,",X",,,,,180,",X",10.3,",X",,,,,17.5,",X"
USW00012839,1967-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1857.9,0,271.7,",0",13,",0",11,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",6,",0",1,,,,12,,22.2,",0,27,+",0,",,0,30,+",0,",,0,30,+",61.5,",,0,26,",33.3,",0,07,",0,0,0,",0",233.2,",,,0",,,0,",,,0",27.39,",0",31.01,",,,0",23.77,",,,0",,,260,",X",,,,,270,",X",13.4,",X",,,,,17.5,",X"
USW00012839,1967-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2050.2,0,192.3,",0",16,",0",10,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",5,,,,5,,17.2,",0,19,",0,",,0,31,+",0,",,0,31,+",82,",,0,24,",30.6,",0,08,",0,0,0,",0",327.3,",,,0",,,0,",,,0",24.54,",0",27.87,",,,0",21.21,",,,0",,,60,",X",,,,,68,",X",11.2,",X",,,,,16.4,",X"
USW00012839,1967-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2152.9,0,102.7,",0",11,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",6,,1,,,,13.3,",0,22,+",0,",,0,30,+",0,",,0,30,+",57.7,",,0,11,",28.3,",0,25,",0,0,0,",0",96.8,",,,0",,,0,",,,0",21.76,",0",25.84,",,,0",17.67,",,,0",,,60,",X",,,,,45,",X",10.7,",X",,,,,15.9,",X"
USW00012839,1967-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2257.8,0,104.9,",0",4,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",5,,1,,,,8.3,",0,24,",0,",,0,31,+",0,",,0,31,+",11.7,",,0,11,",27.2,",0,19,+",14.2,0,14.2,",0",34.9,",,,0",,,0,",,,0",21.26,",0",24.85,",,,0",17.66,",,,0",,,320,",X",,,,,315,",X",17,",X",,,,,20,",X"
USW00012839,1968-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,52.1,0,52.1,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",0,",0",5,,1,,,,3.3,",0,26,",0,",,0,31,+",0,",,0,31,+",24.1,",,0,18,",26.7,",0,07,+",47.3,0,33.1,",0",48.7,",,,0",,,0,",,,0",18.95,",0",23.21,",,,0",14.68,",,,0",,,60,",X",,,,,68,",X",13.4,",X",,,,,18.5,",X"
USW00012839,1968-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,73.3,0,21.2,",0",8,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",20,",0",0,",0",7,,2,,2,,6.1,",0,28,+",0,",,0,29,+",0,",,0,29,+",27.2,",,0,04,",27.8,",0,23,",106,0,58.7,",0",70.5,",,,0",,,0,",,,0",17.04,",0",22.1,",,,0",11.98,",,,0",,,310,",X",,,,,225,",X",14.8,",X",,,,,19,",X"
USW00012839,1968-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,140.3,0,67,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",1,,,,,,2.8,",0,02,",0,",,0,31,+",0,",,0,31,+",11.7,",,0,17,",27.2,",0,11,",139,0,33,",0",22.4,",,,0",,,0,",,,0",19.43,",0",23.5,",,,0",15.36,",,,0",,,310,",X",,,,,90,",X",13,",X",,,,,16.4,",X"
USW00012839,1968-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,320.9,0,180.6,",0",2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",9,,3,,1,,16.1,",0,15,",0,",,0,30,+",0,",,0,30,+",19.6,",,0,25,",31.7,",0,21,",139,0,0,",0",32.3,",,,0",,,0,",,,0",24.35,",0",28.12,",,,0",20.59,",,,0",,,80,",X",,,,,360,",X",10.3,",X",,,,,14.9,",X"
